Name,LON,LAT,BasinName,Yield_IRR_hi,Yield_IRR_lo,Yield_RFD_hi,Yield_RFD_lo,Ending,EndingRate,PlantingArea,Yield Unit
All American Cooperative,-92.401759,44.003767,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,25.71,0.02570538450165889,801.1119029126213,t/km2
All-American Cooperative Viola,-92.401759,44.003767,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,15.92,0.015924360697306118,801.1119029126213,t/km2
Bellingham Fertilizer Plant,-96.173524,44.995482,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,51.02,0.05101633930721422,801.1119029126213,t/km2
Bird Island Bean Company,-94.947128,44.726822,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,35.4,0.035396813377094674,801.1119029126213,t/km2
C-W Valley Cooperative,-96.468335,46.357069,NelsonR,17.35499809289088,11.569957797801644,10.513697728990957,7.009165672029858,3.14,0.0031363091911349784,803.550304,t/km2
C-W Valley Cooperative - Comstock Elevator,-96.468335,46.357069,NelsonR,17.35499809289088,11.569957797801644,10.513697728990957,7.009165672029858,65.77,0.06576752679398697,803.550304,t/km2
Canby Farmers Grain Company,-95.868371,44.716256,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,22.16,0.022159637395521025,801.1119029126213,t/km2
Dawson Grain Cooperative,-96.173524,44.995482,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,86.27,0.08626654534100776,801.1119029126213,t/km2
Elbow Lake Cooperative Grain Company,-96.012183,45.934059,NelsonR,17.35499809289088,11.569957797801644,10.513697728990957,7.009165672029858,45.02,0.04501995117929516,803.550304,t/km2
Farm Service Elevator,-95.004726,45.152377,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,95.89,0.09588638959098507,801.1119029126213,t/km2
Farmers Cooperative of Hanska - Main Office - Hanska,-94.727601,44.242145,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,50.06,0.05006302751010931,801.1119029126213,t/km2
Farmers Mill & Elevator Inc,-93.065442,44.671878,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,54.87,0.05486634453891924,801.1119029126213,t/km2
Forsbergs Inc,-96.036709,48.06624,NelsonR,17.35499809289088,11.569957797801644,10.513697728990957,7.009165672029858,26.52,0.02651665842397869,803.550304,t/km2
Humboldt-St Vincent Elevator,-96.782876,48.776639,NelsonR,17.35499809289088,11.569957797801644,10.513697728990957,7.009165672029858,28.0,0.028002850042070926,803.550304,t/km2
K & S Millwrights Inc,-94.947128,44.726822,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,12.07,0.01206681614967232,801.1119029126213,t/km2
Munson Lakes Nutrition,-93.963063,45.173958,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,3.0,0.0029966196551120096,801.1119029126213,t/km2
Prairie Grain Partners LLC,-95.868371,44.716256,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,25.12,0.025120691229951163,801.1119029126213,t/km2
Prairie Lakes Cooperative Elevator,-95.444511,45.586009,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,29.7,0.02969675255394468,801.1119029126213,t/km2
Prinsburg Farmers Cooperative,-95.004726,45.152377,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,13.36,0.013356630712880202,801.1119029126213,t/km2
Profile Industries Inc,-93.476896,45.004583,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,61.32,0.06132230449740852,801.1119029126213,t/km2
Rapat Corporation,-96.490659,46.892358,NelsonR,17.35499809289088,11.569957797801644,10.513697728990957,7.009165672029858,26.98,0.02697728276219836,803.550304,t/km2
Red River Grain Company,-96.468335,46.357069,NelsonR,17.35499809289088,11.569957797801644,10.513697728990957,7.009165672029858,32.74,0.0327387376258891,803.550304,t/km2
River Region Cooperative - Main Office,-94.727601,44.242145,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,97.85,0.09784535180287787,801.1119029126213,t/km2
South Central Grain & Energy,-94.947128,44.726822,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,92.88,0.09287613788988561,801.1119029126213,t/km2
UAS Service Corporation,-96.490659,46.892358,NelsonR,17.35499809289088,11.569957797801644,10.513697728990957,7.009165672029858,58.28,0.05827506722173921,803.550304,t/km2
Van AHN & CO Inc,-95.453537,45.933732,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,84.25,0.08424913977902773,801.1119029126213,t/km2
Waconia Manufacturing,-93.802607,44.820798,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,10.24,0.010243169501578863,801.1119029126213,t/km2
Western Consolidated Cooperative,-95.681449,45.282694,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,29.91,0.02991362506266153,801.1119029126213,t/km2
Boyd Grain Inc,-87.07205,38.702413,OhioR,49.267771658001756,32.84506267796943,33.86303682599979,22.575407336745908,17.72,0.017719040152120023,4843.018099999999,t/km2
Riley Equipment Inc,-87.41803,38.689077,OhioR,49.267771658001756,32.84506267796943,33.86303682599979,22.575407336745908,31.18,0.031177368176947308,4843.018099999999,t/km2
Agrex Inc,-98.047196,40.176396,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,34.95,0.03494703864689088,1487.0603636363635,t/km2
Batterton Waterproofing Inc,-97.597126,40.872749,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,16.8,0.016798807251815727,1487.0603636363635,t/km2
Central Valley AG,-96.654014,41.577912,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,80.69,0.08068716965059913,1487.0603636363635,t/km2
Cooperative Supply,-97.086476,41.574018,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,23.34,0.02333961701682057,1487.0603636363635,t/km2
Cooperative Supply Inc,-96.654014,41.577912,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,81.0,0.08099564521946274,1487.0603636363635,t/km2
Cooperative Supply Inc,-96.654014,41.577912,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,67.74,0.06773836854566993,1487.0603636363635,t/km2
Country Partners Cooperative,-98.067249,41.706791,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,60.17,0.0601703792733693,1487.0603636363635,t/km2
Country Partners Cooperative Company,-98.067249,41.706791,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,58.19,0.058185307620200785,1487.0603636363635,t/km2
Crossroads Cooperative Association,-102.994967,41.219774,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,98.74,0.0987395051433751,1487.0603636363635,t/km2
Crossroads Cooperative Association,-102.994967,41.219774,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,9.45,0.00944992361951541,1487.0603636363635,t/km2
CTEC Inc,-97.597126,40.872749,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,54.19,0.05419303112814465,1487.0603636363635,t/km2
Grain States Soya Inc,-96.787394,41.916406,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,15.7,0.01570047012919118,1487.0603636363635,t/km2
J E Meuret Grain Company,-98.066694,42.176915,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,53.84,0.05384121194424378,1487.0603636363635,t/km2
Kaapa Ethanol LLC,-98.948023,40.50671,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,95.73,0.09573227242175093,1487.0603636363635,t/km2
Kaapa Grains,-99.074987,40.855162,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,59.82,0.05981871695418831,1487.0603636363635,t/km2
Midwest Farmers Cooperative,-96.140884,40.909719,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,34.7,0.0346976205102969,1487.0603636363635,t/km2
Pride Grain,-99.92951,42.430005,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,70.18,0.07018467899180107,1487.0603636363635,t/km2
Shickley Grain CO Inc,-97.596508,40.524664,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,62.72,0.06272387051905486,1487.0603636363635,t/km2
Andersons Investment Service,-83.658294,41.61992,GreatLakes,54.607073050806825,36.404676467183705,37.525166241753624,25.016777752240866,34.74,0.0347370012503138,2847.4476250000002,t/km2
Creamer Metal Products Inc,-83.400207,39.894025,OhioR,49.267771658001756,32.84506267796943,33.86303682599979,22.575407336745908,63.7,0.06369722910033374,4843.018099999999,t/km2
Deerfield Farms Service,-81.197405,41.167681,OhioR,49.267771658001756,32.84506267796943,33.86303682599979,22.575407336745908,94.05,0.09404851816128443,4843.018099999999,t/km2
Elgin Service Center,-84.588163,41.560323,GreatLakes,54.607073050806825,36.404676467183705,37.525166241753624,25.016777752240866,74.1,0.07410148693577114,2847.4476250000002,t/km2
Farmers Elevator Grain & SUPL,-84.068235,41.333886,GreatLakes,54.607073050806825,36.404676467183705,37.525166241753624,25.016777752240866,14.21,0.014213430369068959,2847.4476250000002,t/km2
Gerald Grain Center,-84.068235,41.333886,GreatLakes,54.607073050806825,36.404676467183705,37.525166241753624,25.016777752240866,7.46,0.00746333230556695,2847.4476250000002,t/km2
Hicksville Grain Company,-84.49048,41.323924,GreatLakes,54.607073050806825,36.404676467183705,37.525166241753624,25.016777752240866,76.97,0.07696679594306254,2847.4476250000002,t/km2
Jewell Grain Company,-84.49048,41.323924,GreatLakes,54.607073050806825,36.404676467183705,37.525166241753624,25.016777752240866,49.6,0.04960207376502405,2847.4476250000002,t/km2
Keller Grain & Feed Inc,-84.619409,40.133276,OhioR,49.267771658001756,32.84506267796943,33.86303682599979,22.575407336745908,73.73,0.07372660628741783,4843.018099999999,t/km2
Pandora Grain & Supply,-84.131732,41.022129,GreatLakes,54.607073050806825,36.404676467183705,37.525166241753624,25.016777752240866,22.64,0.02263912023590232,2847.4476250000002,t/km2
Scott Equity Exchange,-84.586121,40.855415,GreatLakes,54.607073050806825,36.404676467183705,37.525166241753624,25.016777752240866,60.93,0.06092756917242572,2847.4476250000002,t/km2
Bewley ConStruction LLC,-93.188865,36.969576,ArkWhtRedR,13.495250962446429,8.996771363500754,8.97218997572128,5.981433356816055,28.82,0.02881801291409113,457.4353846153846,t/km2
Butterfield & Associates Grain Inc,-93.107206,39.87021,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,66.05,0.06605407035500996,1487.0603636363635,t/km2
Cameron Cooperative Elevator Association - Mill & Office,-94.404592,39.60178,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,17.16,0.017156622647407214,1487.0603636363635,t/km2
"Capital Electric Line Builders, Inc.",-94.773824,39.3803,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,59.53,0.059528639529883576,1487.0603636363635,t/km2
Centric Projects LLC,-94.346142,39.00848,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,58.28,0.05828115742466507,1487.0603636363635,t/km2
Feed Products & Service Co,-90.443353,38.640542,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,24.03,0.02403145389098037,801.1119029126213,t/km2
Glasgow MFA Agri Service,-92.69628,39.142508,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,43.12,0.04312189533486248,1487.0603636363635,t/km2
Home Matters Alliance LLC,-90.443353,38.640542,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,82.61,0.0826054695582086,801.1119029126213,t/km2
Infinite Energy Construction,-94.346142,39.00848,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,82.66,0.08266465499939042,1487.0603636363635,t/km2
K C Supply CO Inc,-94.346142,39.00848,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,89.44,0.08944462720032667,1487.0603636363635,t/km2
Lawson Agri Service,-93.989931,39.352393,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,78.11,0.07810514423098874,1487.0603636363635,t/km2
MFA Agri Svc-Lexington,-93.78551,39.065561,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,34.46,0.03445652832165771,1487.0603636363635,t/km2
Mill & Elevator Supply CO Inc,-94.346142,39.00848,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,84.67,0.08466725830163224,1487.0603636363635,t/km2
Pilot Grove Cooperative Elevator,-92.810115,38.843552,MissouriR,8.089890273545725,5.393262356317443,5.293853877989077,3.5292284893097143,4.64,0.004643987990903153,1487.0603636363635,t/km2
Robertson Construction Inc,-90.674882,38.781931,MissppRN,6.923368528178762,4.615577554028277,4.757450859848006,3.171624527362902,48.96,0.048960904008166176,801.1119029126213,t/km2
