Name,LON,LAT,BasinName,Yield_IRR_hi,Yield_IRR_lo,Yield_RFD_hi,Yield_RFD_lo,Ending,EndingRate,PlantingArea,Yield Unit
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,44.12,0.0441189371390883,801.1119029126213,t/km2
Goodwine Cooperative Grain Company,-87.824344,40.747251,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,62.53,0.06252986537908897,801.1119029126213,t/km2
Grainland Cooperative,-89.211128,40.788226,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,39.0,0.039003361400233805,801.1119029126213,t/km2
Grainland Elevator,-89.211128,40.788226,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,64.49,0.06448527650774818,801.1119029126213,t/km2
Grand Prairie Cooperative Inc,-88.199166,40.140104,OhioR,61.58471457250219,41.056328347461786,42.32879603249974,28.219259170932382,91.24,0.09123590336020801,4843.018099999999,t/km2
Graymont Cooperative Association Grain ELEV,-88.557724,40.891579,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,57.68,0.05768419589763894,801.1119029126213,t/km2
Hartsburg Grain Company,-89.367545,40.124564,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,33.86,0.03386049034641521,801.1119029126213,t/km2
Heartland Construction,-87.816836,41.840134,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,39.83,0.03982999734878926,801.1119029126213,t/km2
Hometeam Group Inc,-87.816836,41.840134,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,72.08,0.0720759822231208,801.1119029126213,t/km2
Hudson Grain Co,-88.847333,40.490883,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,79.78,0.07977814352140147,801.1119029126213,t/km2
I D Construction,-88.452342,42.324432,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,65.61,0.0656119305370233,801.1119029126213,t/km2
Jayco Construction,-89.658883,39.758174,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,58.98,0.058982604730440036,801.1119029126213,t/km2
Jersey County Grain Company,-90.667537,39.16925,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,30.81,0.030811635569133432,801.1119029126213,t/km2
K T Richards Construction,-87.978648,41.44505,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,74.27,0.07427052532197462,801.1119029126213,t/km2
Kitchen Seed Co Inc,-90.886303,39.622511,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,75.15,0.0751450132578051,801.1119029126213,t/km2
Koehl Brothers Inc,-88.557724,40.891579,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,16.36,0.016355602789569525,801.1119029126213,t/km2
Legend Exterior & Construction,-88.085602,41.851961,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,37.46,0.037455511448040824,801.1119029126213,t/km2
Lincolnland Agri-Energy,-87.759567,39.002704,OhioR,61.58471457250219,41.056328347461786,42.32879603249974,28.219259170932382,6.11,0.006106316985810267,4843.018099999999,t/km2
Lumber 1 Construction,-87.816836,41.840134,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,48.54,0.04853741443696931,801.1119029126213,t/km2
Midwest Ingredients Inc,-89.759969,40.788053,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,80.3,0.08029797248476586,801.1119029126213,t/km2
Monica Elevator CO,-89.759969,40.788053,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,81.32,0.08132364894197028,801.1119029126213,t/km2
Northern Grain Marketing,-89.528673,41.404133,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,60.07,0.06006531138074163,801.1119029126213,t/km2
P&K Quality Construction,-89.277259,39.545839,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,75.6,0.07559630682796509,801.1119029126213,t/km2
Path Construction Co Inc,-87.816836,41.840134,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,79.98,0.07998295302180194,801.1119029126213,t/km2
Prentice Farmers Elevator,-90.247407,39.973553,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,97.41,0.09741278270997684,801.1119029126213,t/km2
"R.A. James Construction, Inc.",-87.816836,41.840134,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,52.42,0.05242118749951843,801.1119029126213,t/km2
Reyes Group Limited,-87.816836,41.840134,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,44.89,0.04489013654212722,801.1119029126213,t/km2
Roanoke Farmers Association,-89.211128,40.788226,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,14.58,0.014575584553601173,801.1119029126213,t/km2
Robert P Johnson Grain Company,-90.201473,39.715563,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,38.03,0.038030799587627596,801.1119029126213,t/km2
Rock River Lumber & Grain Company,-89.9141,41.756286,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,16.18,0.016177707270640117,801.1119029126213,t/km2
Shore Sales CO Inc,-88.199166,40.140104,OhioR,61.58471457250219,41.056328347461786,42.32879603249974,28.219259170932382,30.51,0.03051250681364851,4843.018099999999,t/km2
Siemer Milling Company,-88.589866,39.059805,OhioR,61.58471457250219,41.056328347461786,42.32879603249974,28.219259170932382,90.01,0.09001101686153275,4843.018099999999,t/km2
Stanford Grain Company,-88.847333,40.490883,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,47.08,0.0470799868445797,801.1119029126213,t/km2
Top Ag Cooperative,-89.435552,38.88684,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,35.97,0.035971294296742264,801.1119029126213,t/km2
Top Flight Grain,-88.591112,40.010348,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,1.16,0.0011649942815177838,801.1119029126213,t/km2
Tremont Cooperative Grain Company,-89.513424,40.507537,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,83.86,0.08385509503083834,801.1119029126213,t/km2
Tri Central Cooperative - Main Ofc,-87.824344,40.747251,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,41.05,0.04104749330499371,801.1119029126213,t/km2
Twomey Company,-90.615017,40.848824,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,32.46,0.03246061776017697,801.1119029126213,t/km2
Union Iron Works Inc,-88.961566,39.859997,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,23.09,0.023089663589446717,801.1119029126213,t/km2
US NATIONAL CONSTRUCTION,-87.816836,41.840134,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,9.39,0.009385314669742273,801.1119029126213,t/km2
Wesemann Feeds,-88.77032,41.893537,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,79.07,0.07907316283961403,801.1119029126213,t/km2
Bazooka-Farmstar Inc,-91.717867,41.335614,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,59.94,0.05993544503488163,801.1119029126213,t/km2
Buckingham Co-Operative Company,-92.532561,42.079818,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,91.94,0.09194123790754888,801.1119029126213,t/km2
Clinton Feed & Grain,-90.531972,41.898036,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,82.25,0.08224901788332464,801.1119029126213,t/km2
Dandea Enterprises Inc,-91.599033,42.078966,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,81.25,0.08125109295892412,801.1119029126213,t/km2
Dunkerton Cooperative,-92.308832,42.470098,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,76.4,0.07640006841786458,801.1119029126213,t/km2
East Central Iowa Cooperative,-92.308832,42.470098,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,63.25,0.06324709312004831,801.1119029126213,t/km2
East Central Iowa Cooperative,-91.837854,42.470814,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,36.22,0.036219442900628354,801.1119029126213,t/km2
Farmers Cooperative,-93.240405,42.383881,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,82.82,0.08282380868274017,801.1119029126213,t/km2
Farmers Elevator & Exchange,-91.259615,41.218528,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,82.14,0.08213993290739217,801.1119029126213,t/km2
Gold Eagle Cooperative,-94.206724,43.204203,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,28.5,0.028497218511802813,801.1119029126213,t/km2
Gold Eagle Cooperative,-93.735145,42.733092,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,27.16,0.027155969629111355,801.1119029126213,t/km2
Gold Eagle Cooperative,-94.207168,42.776468,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,38.84,0.03883632694251745,801.1119029126213,t/km2
Gold-Eagle Cooperative,-93.735145,42.733092,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,81.52,0.0815187528644645,801.1119029126213,t/km2
Heartland Cooperative,-93.573539,41.685507,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,73.85,0.07384604915058332,801.1119029126213,t/km2
JUHL Feed Store,-94.396842,42.036249,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,3.04,0.003043578212596221,801.1119029126213,t/km2
Liquid Grow Tri Oak,-91.259615,41.218528,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,43.85,0.043851071666122975,801.1119029126213,t/km2
North Central Cooperative,-93.735145,42.733092,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,72.6,0.07260454111929257,801.1119029126213,t/km2
Professional Cooperative,-94.640411,42.385193,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,86.98,0.08698302159138908,801.1119029126213,t/km2
Pruess Elevator Inc,-91.132438,41.772328,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,20.29,0.020289415869603623,801.1119029126213,t/km2
Quality AG Service,-92.869011,41.029803,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,84.52,0.08452202170045055,801.1119029126213,t/km2
Reiff Grain & Feed Inc,-91.948896,41.031777,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,33.1,0.033099830887426886,801.1119029126213,t/km2
Shellsburg Elevator,-92.06575,42.080194,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,2.01,0.00201244654206989,801.1119029126213,t/km2
State Line Cooperative Elevator,-94.206724,43.204203,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,53.47,0.05347367222451159,801.1119029126213,t/km2
Tama Benton Cooperative Company,-92.532561,42.079818,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,10.13,0.01013315530312684,801.1119029126213,t/km2
Tri-States Grain Conditioning,-95.150889,43.377919,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,15.07,0.015066889606472044,1487.0603636363635,t/km2
Agassiz Valley Grain,-96.490659,46.892358,NelsonR,21.6937476161136,14.462447247252054,13.142122161238696,8.761457090037322,47.45,0.04745113782428847,803.550304,t/km2
All American Cooperative,-92.401759,44.003767,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,52.23,0.05222983589077719,801.1119029126213,t/km2
All American Cooperative,-92.401759,44.003767,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,6.22,0.006217880935218511,801.1119029126213,t/km2
All-American Cooperative Viola,-92.401759,44.003767,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,92.19,0.09218735376306939,801.1119029126213,t/km2
Bellingham Fertilizer Plant,-96.173524,44.995482,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,18.97,0.018970388619094038,801.1119029126213,t/km2
Bird Island Bean Company,-94.947128,44.726822,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,49.27,0.04926615039210913,801.1119029126213,t/km2
C-W Valley Cooperative,-96.468335,46.357069,NelsonR,21.6937476161136,14.462447247252054,13.142122161238696,8.761457090037322,79.15,0.07915116286224663,803.550304,t/km2
C-W Valley Cooperative - Comstock Elevator,-96.468335,46.357069,NelsonR,21.6937476161136,14.462447247252054,13.142122161238696,8.761457090037322,87.31,0.08731324735938015,803.550304,t/km2
Canby Farmers Grain Company,-95.868371,44.716256,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,52.27,0.05226574867746162,801.1119029126213,t/km2
Dawson Grain Cooperative,-96.173524,44.995482,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,89.58,0.08958431941394543,801.1119029126213,t/km2
Elbow Lake Cooperative Grain Company,-96.012183,45.934059,NelsonR,21.6937476161136,14.462447247252054,13.142122161238696,8.761457090037322,70.49,0.07048723327507164,803.550304,t/km2
Farm Service Elevator,-95.004726,45.152377,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,17.51,0.017507863239915523,801.1119029126213,t/km2
Farmers Cooperative of Hanska - Main Office - Hanska,-94.727601,44.242145,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,43.22,0.043224245055119605,801.1119029126213,t/km2
Farmers Mill & Elevator Inc,-93.065442,44.671878,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,36.49,0.03649398268910011,801.1119029126213,t/km2
Forsbergs Inc,-96.036709,48.06624,NelsonR,21.6937476161136,14.462447247252054,13.142122161238696,8.761457090037322,10.14,0.010144437266602524,803.550304,t/km2
Humboldt-St Vincent Elevator,-96.782876,48.776639,NelsonR,21.6937476161136,14.462447247252054,13.142122161238696,8.761457090037322,75.46,0.07546097569682642,803.550304,t/km2
K & S Millwrights Inc,-94.947128,44.726822,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,84.1,0.08410080054212953,801.1119029126213,t/km2
Munson Lakes Nutrition,-93.963063,45.173958,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,45.31,0.04531251433471885,801.1119029126213,t/km2
Prairie Grain Partners LLC,-95.868371,44.716256,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,31.74,0.031740358536812084,801.1119029126213,t/km2
Prairie Lakes Cooperative Elevator,-95.444511,45.586009,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,80.35,0.08035340282302464,801.1119029126213,t/km2
Prinsburg Farmers Cooperative,-95.004726,45.152377,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,58.42,0.05841948517970056,801.1119029126213,t/km2
Profile Industries Inc,-93.476896,45.004583,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,27.0,0.027004281022852628,801.1119029126213,t/km2
Rapat Corporation,-96.490659,46.892358,NelsonR,21.6937476161136,14.462447247252054,13.142122161238696,8.761457090037322,86.39,0.08639473084858307,803.550304,t/km2
Red River Grain Company,-96.468335,46.357069,NelsonR,21.6937476161136,14.462447247252054,13.142122161238696,8.761457090037322,57.41,0.057412397312261235,803.550304,t/km2
River Region Cooperative - Main Office,-94.727601,44.242145,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,80.78,0.08077527696442159,801.1119029126213,t/km2
South Central Grain & Energy,-94.947128,44.726822,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,78.2,0.07819837789674534,801.1119029126213,t/km2
UAS Service Corporation,-96.490659,46.892358,NelsonR,21.6937476161136,14.462447247252054,13.142122161238696,8.761457090037322,51.33,0.051332092923322636,803.550304,t/km2
Van AHN & CO Inc,-95.453537,45.933732,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,55.55,0.055554804235914065,801.1119029126213,t/km2
Waconia Manufacturing,-93.802607,44.820798,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,47.54,0.047535773963465956,801.1119029126213,t/km2
Western Consolidated Cooperative,-95.681449,45.282694,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,81.53,0.08152665792408624,801.1119029126213,t/km2
Boyd Grain Inc,-87.07205,38.702413,OhioR,61.58471457250219,41.056328347461786,42.32879603249974,28.219259170932382,16.85,0.016851601424319285,4843.018099999999,t/km2
Riley Equipment Inc,-87.41803,38.689077,OhioR,61.58471457250219,41.056328347461786,42.32879603249974,28.219259170932382,60.77,0.06077224088850787,4843.018099999999,t/km2
Agrex Inc,-98.047196,40.176396,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,51.46,0.05146088035078874,1487.0603636363635,t/km2
Batterton Waterproofing Inc,-97.597126,40.872749,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,41.38,0.04137546810361213,1487.0603636363635,t/km2
Central Valley AG,-96.654014,41.577912,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,73.17,0.07317067598605097,1487.0603636363635,t/km2
Cooperative Supply,-97.086476,41.574018,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,19.57,0.019573749027958574,1487.0603636363635,t/km2
Cooperative Supply Inc,-96.654014,41.577912,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,63.8,0.0637977650009047,1487.0603636363635,t/km2
Cooperative Supply Inc,-96.654014,41.577912,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,96.09,0.09609411970901457,1487.0603636363635,t/km2
Country Partners Cooperative,-98.067249,41.706791,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,4.92,0.004924310667640574,1487.0603636363635,t/km2
Country Partners Cooperative Company,-98.067249,41.706791,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,3.42,0.0034215540916169075,1487.0603636363635,t/km2
Crossroads Cooperative Association,-102.994967,41.219774,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,91.69,0.09168981481476304,1487.0603636363635,t/km2
Crossroads Cooperative Association,-102.994967,41.219774,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,66.71,0.06670590494703971,1487.0603636363635,t/km2
CTEC Inc,-97.597126,40.872749,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,22.1,0.022103729171904285,1487.0603636363635,t/km2
Grain States Soya Inc,-96.787394,41.916406,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,11.28,0.011281849544848422,1487.0603636363635,t/km2
J E Meuret Grain Company,-98.066694,42.176915,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,30.68,0.03068288062042802,1487.0603636363635,t/km2
Kaapa Ethanol LLC,-98.948023,40.50671,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,23.51,0.023507046381855655,1487.0603636363635,t/km2
Kaapa Grains,-99.074987,40.855162,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,45.52,0.04552304143609394,1487.0603636363635,t/km2
Midwest Farmers Cooperative,-96.140884,40.909719,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,15.11,0.015112789860651121,1487.0603636363635,t/km2
Pride Grain,-99.92951,42.430005,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,35.25,0.03525412014144906,1487.0603636363635,t/km2
Shickley Grain CO Inc,-97.596508,40.524664,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,74.57,0.07457204744444382,1487.0603636363635,t/km2
Andersons Investment Service,-83.658294,41.61992,GreatLakes,68.25884131350853,45.50584558397963,46.90645780219203,31.27097219030108,40.96,0.04096249657269968,2847.4476250000002,t/km2
Creamer Metal Products Inc,-83.400207,39.894025,OhioR,61.58471457250219,41.056328347461786,42.32879603249974,28.219259170932382,14.38,0.014384445304137461,4843.018099999999,t/km2
Deerfield Farms Service,-81.197405,41.167681,OhioR,61.58471457250219,41.056328347461786,42.32879603249974,28.219259170932382,41.07,0.04107352486797193,4843.018099999999,t/km2
Elgin Service Center,-84.588163,41.560323,GreatLakes,68.25884131350853,45.50584558397963,46.90645780219203,31.27097219030108,36.86,0.03686237898228305,2847.4476250000002,t/km2
Farmers Elevator Grain & SUPL,-84.068235,41.333886,GreatLakes,68.25884131350853,45.50584558397963,46.90645780219203,31.27097219030108,29.67,0.02967381369261054,2847.4476250000002,t/km2
Gerald Grain Center,-84.068235,41.333886,GreatLakes,68.25884131350853,45.50584558397963,46.90645780219203,31.27097219030108,3.92,0.003920246803055916,2847.4476250000002,t/km2
Hicksville Grain Company,-84.49048,41.323924,GreatLakes,68.25884131350853,45.50584558397963,46.90645780219203,31.27097219030108,81.11,0.0811140005610229,2847.4476250000002,t/km2
Jewell Grain Company,-84.49048,41.323924,GreatLakes,68.25884131350853,45.50584558397963,46.90645780219203,31.27097219030108,10.92,0.010921752172608401,2847.4476250000002,t/km2
Keller Grain & Feed Inc,-84.619409,40.133276,OhioR,61.58471457250219,41.056328347461786,42.32879603249974,28.219259170932382,76.18,0.07618207161716624,4843.018099999999,t/km2
Pandora Grain & Supply,-84.131732,41.022129,GreatLakes,68.25884131350853,45.50584558397963,46.90645780219203,31.27097219030108,95.49,0.09549003157621021,2847.4476250000002,t/km2
Scott Equity Exchange,-84.586121,40.855415,GreatLakes,68.25884131350853,45.50584558397963,46.90645780219203,31.27097219030108,80.77,0.0807730158872643,2847.4476250000002,t/km2
Bewley ConStruction LLC,-93.188865,36.969576,ArkWhtRedR,16.869063703058035,11.245964204375941,11.2152374696516,7.476791696020069,72.87,0.0728701010387697,457.4353846153846,t/km2
Butterfield & Associates Grain Inc,-93.107206,39.87021,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,42.01,0.04200585208760721,1487.0603636363635,t/km2
Cameron Cooperative Elevator Association - Mill & Office,-94.404592,39.60178,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,28.89,0.02889134319966775,1487.0603636363635,t/km2
"Capital Electric Line Builders, Inc.",-94.773824,39.3803,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,85.1,0.08510048195738196,1487.0603636363635,t/km2
Centric Projects LLC,-94.346142,39.00848,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,11.58,0.011583153361835418,1487.0603636363635,t/km2
Feed Products & Service Co,-90.443353,38.640542,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,43.21,0.04321151378189995,801.1119029126213,t/km2
Glasgow MFA Agri Service,-92.69628,39.142508,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,43.05,0.04304942635125726,1487.0603636363635,t/km2
Home Matters Alliance LLC,-90.443353,38.640542,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,47.16,0.04715506555932457,801.1119029126213,t/km2
Infinite Energy Construction,-94.346142,39.00848,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,90.03,0.09003211084241038,1487.0603636363635,t/km2
K C Supply CO Inc,-94.346142,39.00848,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,64.81,0.06481193241987523,1487.0603636363635,t/km2
Lawson Agri Service,-93.989931,39.352393,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,2.57,0.0025713949637278244,1487.0603636363635,t/km2
MFA Agri Svc-Lexington,-93.78551,39.065561,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,79.34,0.07933993866189301,1487.0603636363635,t/km2
Mill & Elevator Supply CO Inc,-94.346142,39.00848,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,91.69,0.09168621394192364,1487.0603636363635,t/km2
Pilot Grove Cooperative Elevator,-92.810115,38.843552,MissouriR,10.112362841932157,6.741577945396803,6.617317347486346,4.4115356116371425,86.87,0.08687420285259596,1487.0603636363635,t/km2
Robertson Construction Inc,-90.674882,38.781931,MissppRN,8.654210660223452,5.769471942535345,5.946813574810006,3.964530659203627,68.79,0.068789435310777,801.1119029126213,t/km2
